loan_id,segment,region,principal,interest_rate,tenor_months,fico,is_collateral,origination_month,default_flag
L005026,Retail,W,44534.93,0.233,47,815,0,2022-03-01,0
L005027,SME,NE,25513.43,0.237,29,677,0,2024-05-01,0
L005028,Retail,W,17998.01,0.216,59,798,1,2022-02-01,0
L005029,Retail,MW,18281.4,0.178,55,773,1,2023-11-01,0
L005030,Retail,W,68965.52,0.125,22,722,0,2024-08-01,0
L005031,Retail,W,17250.97,0.117,56,818,1,2022-05-01,0
L005032,Retail,S,24179.48,0.068,20,684,0,2022-04-01,0
L005033,Corporate,NE,23048.83,0.185,43,592,1,2024-11-01,0
L005034,SME,NE,52355.97,0.141,32,617,1,2022-04-01,0
L005035,Retail,W,20068.97,0.07,25,553,0,2024-10-01,0
L005036,Retail,MW,19638.7,0.167,16,690,1,2023-11-01,0
L005037,Retail,NE,37250.81,0.18,24,580,0,2024-12-01,0
L005038,Corporate,NE,8634.14,0.114,43,788,1,2023-08-01,0
L005039,Retail,S,25051.04,0.08,41,699,0,2024-05-01,1
L005040,Retail,MW,23246.64,0.207,57,789,0,2022-03-01,0
L005041,Retail,W,12082.16,0.118,12,699,0,2023-07-01,0
L005042,Retail,NE,39442.73,0.106,7,693,1,2024-06-01,0
L005043,Retail,W,18075.32,0.053,38,705,0,2024-06-01,0
L005044,SME,NE,25642.94,0.1,19,661,1,2022-04-01,0
L005045,Retail,MW,27848.82,0.098,25,608,1,2024-09-01,0
L005046,Retail,MW,16073.13,0.124,6,758,0,2023-04-01,0
L005047,Retail,S,24606.89,0.094,47,790,1,2023-02-01,0
L005048,SME,NE,14308.21,0.167,52,702,1,2023-02-01,0
L005049,Retail,W,29869.83,0.067,49,657,0,2022-06-01,0
L005050,SME,MW,15476.97,0.205,44,674,0,2024-06-01,0
L005051,Retail,MW,26928.29,0.12,44,784,0,2023-12-01,0
L005052,SME,MW,11522.57,0.196,48,629,0,2024-09-01,0
L005053,Retail,MW,33107.78,0.158,10,676,0,2023-10-01,0
L005054,Retail,NE,16548.68,0.219,39,758,0,2022-11-01,0
L005055,SME,S,15522.09,0.186,39,690,0,2024-10-01,0
L005056,Retail,W,30356.9,0.234,15,764,0,2022-02-01,0
L005057,Corporate,S,23758.78,0.19,29,763,0,2023-09-01,0
L005058,Retail,NE,25843.76,0.089,46,804,1,2022-05-01,0
L005059,SME,W,24994.91,0.081,57,757,1,2022-03-01,0
L005060,Retail,W,11028.3,0.156,42,738,0,2023-11-01,0
L005061,SME,MW,45177.38,0.179,26,819,1,2024-03-01,0
L005062,Retail,NE,35288.77,0.152,52,760,1,2024-11-01,0
L005063,Retail,S,9397.57,0.105,30,620,0,2022-11-01,0
L005064,Retail,W,13784.88,0.183,26,653,1,2022-11-01,0
L005065,Retail,S,15129.79,0.153,34,655,0,2023-05-01,0
L005066,Retail,S,18875.33,0.187,19,753,0,2022-08-01,0
L005067,Retail,MW,16750.48,0.233,53,659,0,2022-05-01,0
L005068,Corporate,W,10301.69,0.203,15,635,1,2024-03-01,0
L005069,Corporate,MW,29226.7,0.115,44,664,0,2022-09-01,0
L005070,Retail,S,12657.13,0.204,30,777,0,2022-08-01,0
L005071,Retail,MW,52956.25,0.133,7,696,0,2022-02-01,0
L005072,SME,NE,16444.88,0.221,55,566,0,2023-03-01,0
L005073,Retail,S,27087.28,0.173,15,774,1,2024-02-01,0
L005074,SME,NE,13474.42,0.061,17,814,1,2024-12-01,0
L005075,Retail,NE,36417.22,0.207,56,556,0,2023-05-01,0
L005076,SME,NE,8330.25,0.179,29,747,1,2022-10-01,0
L005077,SME,S,32038.79,0.123,36,817,0,2023-07-01,0
L005078,Retail,S,53569.13,0.072,58,680,0,2022-11-01,0
L005079,Retail,NE,18830.97,0.108,20,645,0,2024-02-01,0
L005080,Retail,NE,22297.31,0.165,22,770,0,2024-06-01,0
L005081,Retail,S,26017.65,0.158,44,652,0,2024-09-01,0
L005082,Retail,S,25851.97,0.075,59,734,0,2023-11-01,0
L005083,SME,NE,11283.02,0.177,9,695,1,2023-10-01,0
L005084,SME,MW,25379.54,0.078,17,798,1,2023-05-01,0
L005085,Retail,S,7912.82,0.125,6,559,1,2023-02-01,0
L005086,SME,NE,21797.2,0.102,35,739,0,2022-09-01,0
L005087,Retail,MW,27120.22,0.205,29,640,0,2024-06-01,0
L005088,SME,W,24319.45,0.122,12,702,1,2024-02-01,0
L005089,Retail,NE,14306.18,0.216,18,719,0,2022-04-01,0
L005090,Retail,W,11318.03,0.198,36,812,0,2024-10-01,1
L005091,Retail,S,31224.49,0.161,42,565,0,2024-09-01,0
L005092,Corporate,MW,17040.41,0.143,31,625,1,2024-07-01,0
L005093,Retail,NE,28720.29,0.155,10,670,0,2024-09-01,0
L005094,Corporate,W,17588.14,0.227,9,682,1,2023-09-01,0
L005095,Retail,MW,41316.6,0.084,9,650,0,2023-06-01,0
L005096,Retail,MW,17506.55,0.172,21,735,1,2022-11-01,0
L005097,SME,MW,33481.73,0.179,59,628,0,2022-12-01,0
L005098,Retail,NE,38987.41,0.232,26,580,0,2022-10-01,0
L005099,Corporate,NE,29349.11,0.067,35,592,0,2022-01-01,0
L005100,Retail,W,18340.1,0.202,52,800,1,2022-08-01,0
L005101,Retail,MW,17090.97,0.12,56,625,0,2023-10-01,0
L005102,Retail,S,17116.0,0.12,59,658,0,2024-05-01,0
L005103,Retail,W,25389.38,0.155,12,636,0,2023-06-01,1
L005104,Retail,MW,80500.23,0.137,45,565,0,2023-01-01,0
L005105,Retail,NE,43535.71,0.09,58,646,0,2022-02-01,0
L005106,Retail,NE,20010.3,0.076,31,749,0,2023-07-01,0
L005107,SME,S,15370.82,0.08,18,801,1,2022-11-01,0
L005108,SME,W,79694.49,0.103,54,634,0,2023-01-01,0
L005109,Retail,W,30709.13,0.205,14,759,0,2024-08-01,0
L005110,Retail,NE,41210.01,0.172,56,667,1,2022-04-01,0
L005111,SME,W,33102.8,0.115,55,737,1,2024-01-01,0
L005112,Retail,W,24998.84,0.147,18,631,0,2023-01-01,0
L005113,SME,MW,37442.39,0.104,35,803,0,2022-07-01,0
L005114,Retail,NE,7343.81,0.119,39,797,1,2022-12-01,0
L005115,Retail,MW,44326.19,0.192,56,811,0,2024-06-01,0
L005116,SME,S,25724.21,0.101,58,721,0,2022-04-01,0
L005117,Retail,S,20962.87,0.201,39,804,1,2023-11-01,0
L005118,Retail,NE,13371.21,0.202,53,667,1,2024-01-01,0
L005119,SME,S,18597.42,0.177,26,567,0,2022-01-01,0
L005120,Retail,MW,36032.92,0.057,31,610,1,2024-08-01,0
L005121,SME,W,10150.64,0.124,20,667,0,2024-02-01,0
L005122,Retail,W,35894.87,0.159,28,688,1,2022-12-01,0
L005123,Retail,NE,29216.26,0.205,7,782,0,2024-02-01,0
L005124,Retail,MW,13673.83,0.239,55,729,1,2024-12-01,0
L005125,Retail,NE,10561.2,0.103,37,599,0,2023-01-01,0
L005126,SME,MW,33415.48,0.116,42,762,0,2023-09-01,0
L005127,SME,MW,25562.31,0.132,26,751,1,2022-02-01,0
L005128,Retail,W,26088.91,0.149,19,551,0,2023-06-01,0
L005129,Retail,W,29584.66,0.051,54,575,0,2022-03-01,0
L005130,Retail,S,28433.73,0.057,9,563,1,2022-08-01,0
L005131,SME,W,8705.45,0.198,54,702,0,2024-01-01,0
L005132,Retail,NE,17348.24,0.087,28,649,1,2022-01-01,0
L005133,Retail,NE,26612.97,0.117,53,768,1,2022-02-01,0
L005134,Retail,W,19475.9,0.239,35,780,1,2022-02-01,0
L005135,Retail,MW,30219.51,0.233,10,572,1,2024-05-01,0
L005136,Retail,W,10243.88,0.195,27,786,1,2024-11-01,0
L005137,Retail,MW,16743.53,0.191,10,759,0,2022-05-01,0
L005138,Retail,NE,31217.31,0.229,9,573,0,2022-07-01,0
L005139,Retail,S,29086.33,0.088,18,605,0,2024-10-01,0
L005140,Retail,W,28117.94,0.147,25,623,1,2022-06-01,0
L005141,Retail,MW,20994.14,0.103,11,665,0,2023-05-01,0
L005142,SME,W,46726.76,0.197,42,600,0,2022-09-01,0
L005143,Retail,MW,38995.98,0.082,15,801,0,2022-11-01,0
L005144,SME,S,28879.33,0.056,53,710,1,2022-09-01,0
L005145,Retail,S,10435.44,0.105,6,666,1,2022-03-01,0
L005146,Retail,W,18274.23,0.054,51,758,1,2024-07-01,0
L005147,Retail,NE,14573.29,0.218,13,737,0,2023-02-01,0
L005148,Retail,MW,14308.06,0.135,8,695,0,2024-02-01,0
L005149,Retail,MW,10639.53,0.187,44,718,1,2024-02-01,0
L005150,Retail,NE,11445.38,0.208,21,565,0,2023-08-01,1
L005151,SME,W,25006.42,0.122,27,784,1,2024-11-01,0
L005152,Retail,NE,12991.6,0.216,24,811,0,2022-02-01,0
L005153,Retail,NE,20002.33,0.143,7,633,1,2023-09-01,0
L005154,Retail,W,25326.85,0.077,6,767,1,2024-01-01,0
L005155,Retail,MW,37529.7,0.084,7,553,0,2024-12-01,0
L005156,Retail,NE,21851.16,0.064,27,620,0,2023-02-01,0
L005157,Retail,NE,14136.78,0.058,39,741,0,2023-05-01,0
L005158,Retail,W,17574.34,0.104,41,793,0,2023-08-01,0
L005159,Retail,MW,8957.33,0.158,13,726,1,2022-06-01,0
L005160,Retail,NE,5617.85,0.171,19,618,1,2023-05-01,0
L005161,Retail,W,11448.64,0.144,57,581,0,2022-10-01,0
L005162,Retail,W,49659.19,0.227,6,725,0,2024-05-01,0
L005163,Retail,W,67669.8,0.172,57,804,0,2023-12-01,0
L005164,Retail,W,9674.47,0.11,10,689,0,2022-09-01,0
L005165,Retail,NE,31719.16,0.219,24,593,1,2022-12-01,0
L005166,Retail,S,25599.2,0.138,13,632,1,2023-03-01,0
L005167,Retail,S,18766.36,0.165,44,652,0,2024-01-01,0
L005168,Retail,MW,23388.58,0.174,35,764,0,2023-05-01,0
L005169,Retail,W,29313.36,0.187,22,749,0,2023-08-01,0
L005170,SME,NE,22039.78,0.118,16,587,0,2022-11-01,0
L005171,SME,W,28051.0,0.227,25,738,1,2022-02-01,1
L005172,Retail,NE,15899.07,0.111,30,698,1,2022-03-01,0
L005173,Retail,MW,19336.06,0.207,44,641,1,2023-11-01,1
L005174,Corporate,S,15480.21,0.07,32,815,0,2024-05-01,0
L005175,Retail,S,5389.19,0.227,30,658,1,2023-02-01,0
L005176,Corporate,NE,14106.74,0.115,20,595,1,2024-09-01,0
L005177,Retail,NE,11782.81,0.109,28,812,1,2024-11-01,0
L005178,SME,NE,7042.8,0.115,44,812,0,2022-02-01,0
L005179,Corporate,W,14384.97,0.172,42,583,0,2024-01-01,0
L005180,Retail,MW,14078.6,0.177,50,697,0,2024-09-01,0
L005181,Retail,S,54662.54,0.199,49,767,0,2023-09-01,0
L005182,SME,S,17613.78,0.139,43,561,1,2024-01-01,0
L005183,Retail,S,33354.81,0.151,59,751,0,2023-06-01,0
L005184,Retail,MW,27551.5,0.077,50,608,0,2024-09-01,0
L005185,SME,W,15712.37,0.067,48,702,0,2022-01-01,0
L005186,Retail,NE,28061.38,0.129,42,789,0,2022-05-01,0
L005187,Retail,W,11840.69,0.079,56,588,0,2022-07-01,0
L005188,Retail,NE,31693.7,0.058,10,702,0,2024-03-01,0
L005189,SME,MW,30021.55,0.108,10,711,0,2023-05-01,0
L005190,Retail,S,15535.42,0.073,45,797,0,2022-04-01,0
L005191,Retail,NE,58318.03,0.089,48,808,1,2023-06-01,0
L005192,Retail,MW,27533.48,0.105,36,643,0,2022-10-01,1
L005193,Retail,NE,22855.71,0.053,12,635,0,2022-11-01,0
L005194,SME,W,16709.09,0.069,26,625,0,2023-08-01,1
L005195,Retail,W,46410.44,0.236,14,751,0,2024-03-01,1
L005196,Retail,MW,29783.36,0.075,35,656,0,2022-08-01,0
L005197,SME,MW,57801.91,0.14,34,786,1,2023-04-01,0
L005198,Corporate,MW,67495.88,0.238,59,615,1,2023-04-01,0
L005199,Retail,S,14043.52,0.193,6,608,0,2024-06-01,0
L005200,Retail,NE,20273.99,0.15,48,712,1,2024-03-01,0
L005201,Retail,S,53437.09,0.187,59,661,0,2022-02-01,0
L005202,Retail,W,30629.73,0.139,56,622,1,2024-05-01,0
L005203,Retail,NE,60589.42,0.201,9,705,1,2024-11-01,0
L005204,Retail,NE,20895.74,0.074,21,781,1,2022-03-01,0
L005205,Retail,S,59087.17,0.171,9,564,1,2022-12-01,0
L005206,Retail,W,26373.81,0.053,53,624,1,2024-05-01,0
L005207,SME,S,10725.12,0.133,47,661,0,2023-07-01,0
L005208,Retail,W,40808.58,0.152,35,721,1,2022-04-01,0
L005209,Retail,NE,15606.28,0.21,27,619,0,2023-06-01,1
L005210,SME,S,40772.61,0.163,49,775,0,2023-11-01,0
L005211,Retail,NE,51744.47,0.058,52,730,0,2024-11-01,0
L005212,Retail,NE,33839.64,0.234,20,664,0,2023-01-01,0
L005213,Retail,MW,15544.35,0.066,23,665,1,2022-08-01,0
L005214,Retail,W,31457.08,0.092,28,707,0,2023-09-01,0
L005215,Retail,MW,31174.24,0.198,19,795,1,2024-09-01,0
L005216,Retail,S,24501.18,0.066,11,625,1,2022-11-01,0
L005217,Retail,MW,19612.33,0.143,32,563,1,2024-05-01,0
L005218,Retail,S,27986.18,0.175,54,807,1,2023-08-01,0
L005219,Retail,NE,9683.61,0.108,46,717,1,2024-03-01,0
L005220,Retail,MW,13195.09,0.223,12,611,1,2023-12-01,0
L005221,SME,MW,15617.04,0.195,59,634,1,2022-02-01,0
L005222,Retail,S,13087.64,0.222,31,596,1,2022-01-01,0
L005223,Retail,W,17170.67,0.189,27,618,1,2024-06-01,0
L005224,Retail,MW,26595.88,0.232,32,754,1,2022-08-01,1
L005225,Retail,S,13882.76,0.109,32,671,1,2023-12-01,0
L005226,Retail,NE,18834.31,0.157,22,571,0,2023-11-01,0
L005227,Retail,W,20357.33,0.128,25,682,0,2022-08-01,0
L005228,Retail,S,31529.53,0.218,13,651,0,2024-04-01,0
L005229,Retail,W,14331.28,0.117,50,586,0,2024-07-01,0
L005230,Corporate,W,24208.73,0.07,31,796,1,2024-06-01,0
L005231,SME,MW,20620.66,0.103,57,679,0,2024-08-01,1
L005232,Retail,S,13053.33,0.157,11,554,1,2024-05-01,0
L005233,SME,W,11031.71,0.185,31,657,1,2022-08-01,0
L005234,SME,W,39901.46,0.105,51,769,0,2023-10-01,0
L005235,Retail,MW,24245.63,0.167,36,734,0,2024-06-01,0
L005236,Retail,W,22943.88,0.112,26,810,1,2023-04-01,0
L005237,Retail,W,10624.5,0.08,20,688,0,2024-07-01,0
L005238,Retail,MW,9276.54,0.205,36,706,1,2023-11-01,0
L005239,Retail,S,27357.93,0.105,18,804,0,2024-09-01,0
L005240,SME,S,21668.07,0.072,22,636,0,2024-11-01,0
L005241,Retail,NE,29497.58,0.166,22,693,0,2022-08-01,0
L005242,SME,MW,83281.17,0.188,52,815,0,2023-08-01,0
L005243,Retail,NE,28237.49,0.147,44,556,1,2024-01-01,0
L005244,Retail,NE,16136.31,0.121,39,623,0,2023-07-01,0
L005245,Retail,S,46394.01,0.056,42,747,1,2023-03-01,0
L005246,Retail,S,17636.34,0.112,49,679,1,2024-02-01,1
L005247,Retail,S,19205.28,0.231,41,732,1,2023-12-01,0
L005248,Retail,S,17736.25,0.073,47,800,0,2022-09-01,1
L005249,Retail,NE,20392.38,0.13,8,715,1,2022-06-01,0
L005250,Retail,W,23165.19,0.148,51,656,0,2022-06-01,0
L005251,Corporate,W,16553.61,0.056,18,579,0,2022-01-01,0
L005252,Retail,MW,17071.15,0.052,11,717,0,2022-01-01,0
L005253,Corporate,S,31387.18,0.192,16,693,0,2023-06-01,1
L005254,Retail,S,24195.72,0.105,33,575,0,2022-08-01,0
L005255,SME,W,20406.28,0.211,36,702,1,2023-10-01,0
L005256,Retail,W,19013.85,0.149,24,759,1,2023-09-01,0
L005257,Retail,W,18863.25,0.064,17,803,0,2023-02-01,0
L005258,Retail,NE,35040.52,0.158,8,753,1,2023-11-01,0
L005259,Retail,MW,21185.76,0.138,20,571,0,2022-06-01,0
L005260,Retail,W,16989.18,0.103,11,805,1,2024-03-01,0
L005261,Retail,MW,11830.14,0.051,7,685,0,2024-03-01,0
L005262,Retail,MW,15230.56,0.211,8,806,1,2024-01-01,0
L005263,Retail,NE,23886.75,0.155,12,587,0,2023-04-01,0
L005264,Retail,S,61761.28,0.145,27,572,0,2022-11-01,0
L005265,Retail,MW,24791.53,0.119,28,636,1,2022-11-01,0
L005266,Retail,W,41668.17,0.239,49,591,1,2024-02-01,0
L005267,SME,MW,27457.19,0.113,31,620,0,2024-11-01,0
L005268,Retail,NE,18971.82,0.113,36,630,0,2024-12-01,1
L005269,Retail,S,12838.14,0.129,44,647,0,2022-04-01,0
L005270,Retail,MW,13835.99,0.23,37,665,0,2023-02-01,0
L005271,SME,MW,9474.44,0.089,39,626,1,2022-08-01,0
L005272,Retail,S,18726.37,0.146,45,644,0,2022-07-01,0
L005273,Retail,S,18349.45,0.083,27,762,0,2024-11-01,0
L005274,Retail,MW,33071.2,0.09,36,764,1,2022-04-01,0
L005275,Corporate,MW,22576.74,0.091,44,790,1,2022-06-01,0
L005276,Retail,NE,17706.72,0.24,34,681,0,2024-10-01,0
L005277,Retail,W,15731.25,0.067,55,561,0,2022-01-01,0
L005278,Retail,NE,24187.73,0.118,43,816,1,2024-10-01,0
L005279,SME,MW,19230.48,0.126,12,702,1,2024-05-01,0
L005280,Retail,S,12981.46,0.061,27,693,0,2024-11-01,0
L005281,SME,MW,38699.21,0.163,38,746,0,2023-04-01,0
L005282,Retail,NE,30184.39,0.104,55,794,1,2024-11-01,0
L005283,SME,S,9331.67,0.079,53,708,0,2022-10-01,0
L005284,Retail,NE,27323.55,0.133,41,694,1,2024-05-01,0
L005285,Retail,MW,33210.6,0.214,53,560,0,2024-03-01,0
L005286,Retail,S,12764.32,0.114,23,689,0,2024-08-01,0
L005287,Retail,MW,34307.22,0.111,34,640,1,2022-09-01,0
L005288,Retail,MW,5980.75,0.094,53,587,1,2024-01-01,0
L005289,SME,W,18400.46,0.178,30,636,0,2023-08-01,1
L005290,SME,NE,24989.54,0.159,49,705,0,2023-08-01,0
L005291,Retail,W,10427.28,0.239,6,596,1,2022-06-01,0
L005292,Retail,S,27004.84,0.204,25,557,0,2024-03-01,0
L005293,Retail,NE,38674.44,0.226,23,617,1,2024-02-01,0
L005294,Corporate,MW,17747.16,0.192,35,795,0,2022-09-01,0
L005295,Retail,S,49730.25,0.1,22,809,0,2023-01-01,1
L005296,Retail,S,41413.95,0.066,44,635,1,2022-01-01,0
L005297,Retail,W,8853.71,0.136,48,818,1,2024-01-01,0
L005298,Retail,MW,22363.89,0.229,39,724,1,2024-08-01,1
L005299,SME,W,35863.53,0.068,52,707,0,2022-09-01,0
L005300,Retail,MW,9409.71,0.099,45,627,1,2023-10-01,0
L005301,SME,S,35398.18,0.148,22,712,1,2023-06-01,0
L005302,SME,MW,22326.33,0.152,29,801,1,2023-05-01,0
L005303,Retail,MW,29205.1,0.189,56,810,0,2024-09-01,0
L005304,Retail,S,42445.18,0.155,50,768,0,2024-07-01,0
L005305,Retail,NE,15411.3,0.094,15,659,0,2024-11-01,1
L005306,Retail,NE,28872.39,0.204,6,583,0,2022-11-01,0
L005307,Retail,NE,42593.9,0.168,28,702,0,2024-12-01,0
L005308,Retail,NE,29240.33,0.053,52,815,0,2022-08-01,0
L005309,Corporate,NE,35129.39,0.194,35,615,0,2022-02-01,0
L005310,Retail,NE,15240.23,0.204,36,782,1,2022-10-01,0
L005311,SME,S,20546.56,0.204,46,686,0,2022-03-01,0
L005312,Retail,NE,11728.51,0.191,54,599,0,2023-03-01,0
L005313,Retail,S,13899.32,0.175,19,768,1,2022-05-01,0
L005314,Retail,NE,6025.51,0.155,29,727,0,2022-07-01,0
L005315,Retail,MW,19518.07,0.115,51,806,1,2023-02-01,0
L005316,Retail,NE,30836.24,0.095,11,768,1,2024-07-01,0
L005317,SME,W,34773.26,0.169,28,671,0,2024-08-01,0
L005318,Retail,MW,14165.47,0.146,49,572,0,2022-06-01,0
L005319,Retail,W,30805.76,0.069,49,803,0,2023-09-01,0
L005320,Retail,NE,30969.7,0.236,18,654,0,2023-06-01,0
L005321,SME,NE,33095.1,0.141,55,666,0,2024-02-01,0
L005322,Retail,W,36674.75,0.215,42,703,0,2024-02-01,0
L005323,Retail,MW,62083.35,0.234,44,705,0,2022-06-01,0
L005324,SME,W,33938.37,0.193,51,789,1,2024-02-01,0
L005325,Retail,W,16940.4,0.21,8,760,0,2024-03-01,0
L005326,Retail,S,35588.25,0.165,11,624,1,2022-01-01,0
L005327,Retail,S,15431.46,0.071,57,805,1,2023-12-01,0
L005328,Retail,NE,14589.57,0.191,46,743,1,2023-01-01,0
L005329,SME,W,31396.33,0.127,23,723,1,2023-01-01,0
L005330,Retail,W,42728.33,0.19,30,654,1,2023-01-01,0
L005331,SME,W,58376.97,0.143,44,781,0,2022-10-01,0
L005332,Retail,S,27026.38,0.189,39,690,0,2024-03-01,0
L005333,SME,W,18491.68,0.064,43,771,0,2022-05-01,0
L005334,Retail,W,19554.09,0.059,35,715,1,2022-11-01,0
L005335,Corporate,W,45873.58,0.145,29,788,0,2024-11-01,0
L005336,Retail,MW,4856.7,0.171,45,727,0,2022-02-01,0
L005337,Retail,S,29897.7,0.226,18,648,1,2024-10-01,0
L005338,SME,S,26268.87,0.062,16,581,0,2023-11-01,0
L005339,Retail,W,17833.74,0.161,53,576,1,2023-10-01,0
L005340,Retail,W,25214.25,0.081,48,776,0,2022-12-01,0
L005341,SME,NE,31865.67,0.082,26,648,1,2024-10-01,0
L005342,Retail,W,17783.99,0.115,41,769,0,2023-10-01,0
L005343,SME,MW,14587.22,0.065,52,626,1,2022-11-01,0
L005344,Retail,NE,16196.29,0.151,43,729,0,2023-01-01,0
L005345,Retail,MW,14113.26,0.092,52,778,0,2024-04-01,0
L005346,Corporate,MW,35356.82,0.098,52,798,0,2023-04-01,0
L005347,SME,S,19280.43,0.24,37,758,0,2024-06-01,0
L005348,Retail,W,13111.45,0.174,28,572,1,2023-07-01,0
L005349,Retail,NE,37122.3,0.063,41,604,0,2023-09-01,0
L005350,Retail,MW,20732.42,0.231,46,633,1,2022-10-01,0
L005351,Retail,NE,41908.23,0.203,42,602,0,2023-08-01,0
L005352,Retail,MW,9414.97,0.056,49,583,0,2024-11-01,0
L005353,Retail,NE,10204.4,0.089,14,567,0,2024-07-01,1
L005354,SME,W,11635.94,0.199,40,579,0,2022-08-01,0
L005355,Retail,W,30829.32,0.158,59,654,1,2023-06-01,0
L005356,SME,W,22474.63,0.127,26,716,1,2024-04-01,0
L005357,Retail,S,38244.69,0.24,49,638,0,2023-06-01,0
L005358,Retail,W,11473.72,0.099,40,556,1,2022-05-01,0
L005359,Retail,NE,11631.59,0.078,18,768,1,2022-07-01,0
L005360,Corporate,MW,9679.36,0.15,43,583,0,2024-07-01,0
L005361,Retail,S,21947.78,0.104,17,756,1,2024-09-01,0
L005362,Retail,NE,24904.14,0.214,17,768,1,2022-12-01,0
L005363,Corporate,NE,21458.98,0.202,51,630,1,2023-07-01,0
L005364,Retail,MW,31766.94,0.126,31,559,1,2022-12-01,0
L005365,Retail,W,11714.71,0.19,36,699,1,2022-04-01,0
L005366,Retail,NE,17727.89,0.232,18,583,0,2023-02-01,1
L005367,SME,NE,16373.01,0.19,52,667,1,2024-03-01,0
L005368,SME,S,12580.89,0.182,40,710,1,2022-01-01,0
L005369,Retail,W,15196.91,0.224,29,715,1,2023-10-01,0
L005370,Retail,NE,37059.06,0.199,26,766,0,2024-06-01,0
L005371,SME,NE,12915.62,0.193,10,744,0,2024-02-01,0
L005372,Retail,MW,36615.92,0.091,26,799,0,2022-02-01,0
L005373,Retail,W,21580.54,0.066,23,736,1,2022-02-01,0
L005374,SME,W,9653.68,0.19,44,710,0,2024-12-01,0
L005375,Retail,MW,26035.35,0.124,46,758,1,2024-11-01,0
L005376,Retail,NE,20616.07,0.127,46,817,1,2023-12-01,0
L005377,SME,MW,34588.67,0.235,31,644,1,2022-05-01,0
L005378,SME,S,10733.57,0.098,46,643,1,2023-06-01,0
L005379,SME,NE,24736.16,0.067,47,699,0,2023-04-01,0
L005380,Retail,NE,18254.85,0.235,54,553,0,2023-06-01,0
L005381,Retail,W,26336.97,0.107,25,624,1,2023-01-01,0
L005382,Retail,W,88391.32,0.119,30,604,1,2023-07-01,0
L005383,Retail,MW,19290.13,0.105,50,631,0,2024-02-01,0
L005384,Retail,W,49649.47,0.141,18,798,0,2022-04-01,0
L005385,SME,NE,33885.41,0.116,54,600,0,2023-12-01,0
L005386,SME,MW,33649.68,0.238,25,551,0,2024-11-01,0
L005387,Retail,MW,16652.79,0.178,15,632,1,2023-08-01,0
L005388,SME,NE,38390.31,0.062,34,570,0,2022-06-01,0
L005389,Retail,S,34775.55,0.057,49,577,0,2024-12-01,0
L005390,Retail,S,31487.74,0.16,17,685,0,2023-05-01,0
L005391,Retail,NE,13686.48,0.179,55,582,0,2024-10-01,0
L005392,Retail,MW,23558.13,0.203,45,693,1,2024-02-01,0
L005393,SME,NE,17790.96,0.123,22,761,0,2024-01-01,1
L005394,SME,W,42029.75,0.103,44,739,1,2022-06-01,0
L005395,Retail,S,38301.12,0.153,28,785,0,2022-05-01,0
L005396,Retail,W,22184.91,0.092,16,708,0,2024-02-01,0
L005397,Retail,NE,32013.2,0.205,10,604,0,2023-02-01,0
L005398,Retail,S,24011.64,0.135,33,577,0,2023-02-01,0
L005399,Retail,MW,69274.2,0.167,38,806,1,2022-02-01,1
L005400,Retail,S,18812.95,0.155,36,578,1,2024-11-01,0
L005401,Retail,W,40123.39,0.225,42,613,1,2023-05-01,0
L005402,Retail,S,33504.34,0.17,10,717,0,2023-03-01,0
L005403,SME,W,15067.33,0.227,31,570,0,2024-11-01,0
L005404,SME,S,15511.43,0.138,26,618,0,2024-01-01,1
L005405,Retail,W,22520.71,0.233,35,743,0,2022-07-01,0
L005406,Retail,W,20917.95,0.168,37,589,0,2022-06-01,0
L005407,Retail,W,32630.8,0.18,16,674,0,2022-04-01,0
L005408,Retail,S,5392.61,0.095,23,694,0,2024-08-01,0
L005409,Retail,NE,23170.74,0.089,31,640,1,2024-08-01,0
L005410,Retail,W,39735.39,0.113,12,726,0,2022-06-01,0
L005411,Retail,MW,19348.95,0.108,45,562,0,2024-01-01,0
L005412,Retail,MW,31239.6,0.193,34,638,1,2024-06-01,0
L005413,SME,NE,21646.57,0.05,32,767,0,2024-03-01,0
L005414,Retail,W,38581.97,0.196,46,724,0,2023-07-01,0
L005415,SME,W,35164.68,0.202,55,639,1,2023-07-01,0
L005416,SME,S,15156.06,0.205,34,718,1,2022-12-01,0
L005417,Retail,NE,5949.37,0.104,36,695,0,2022-01-01,0
L005418,Retail,S,57414.57,0.139,38,735,1,2024-05-01,0
L005419,Retail,MW,31548.68,0.084,13,748,1,2023-05-01,0
L005420,Retail,MW,16320.82,0.067,49,774,1,2023-07-01,0
L005421,Retail,NE,12073.25,0.117,11,633,1,2023-08-01,0
L005422,Retail,MW,26970.77,0.215,46,714,1,2024-01-01,0
L005423,SME,W,14320.91,0.101,53,696,0,2022-05-01,0
L005424,Retail,NE,18362.16,0.166,43,702,1,2022-06-01,0
L005425,Retail,MW,25416.49,0.135,9,673,0,2024-09-01,0
L005426,Retail,MW,30955.6,0.083,38,674,0,2024-02-01,0
L005427,SME,S,7918.51,0.131,7,804,0,2024-04-01,0
L005428,SME,NE,20050.93,0.108,57,704,0,2024-04-01,0
L005429,Retail,NE,33134.6,0.172,7,582,0,2024-12-01,0
L005430,Retail,S,22074.85,0.17,24,709,0,2022-06-01,0
L005431,Retail,NE,12412.89,0.161,41,728,0,2022-08-01,0
